,index,name,location,year,millage,fuel_type,gears,owners,mpg,engine_size,power,seats,new_price,sale_price,wear_factor
3579,3579,Maruti Swift LXi BSIV,Hyderabad,2010,71000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5.0,,3.3,0.023788855599737944
3580,3580,Mercedes-Benz CLS-Class 2006-2010 350 CDI,Hyderabad,2010,29000,Diesel,Automatic,First,9.9 kmpl,3498 CC,271.72 bhp,4.0,,32.0,0.028297015914141167
3581,3581,BMW 3 Series Luxury Line,Ahmedabad,2016,27000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5.0,55.07 Lakh,35.0,0.07546635998158502
3582,3582,Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5.0,10.97 Lakh,8.9,0.012463821760195986
3583,3583,Hyundai Verna 1.6 SX VTVT,Mumbai,2011,58000,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5.0,,4.0,0.07229482707479343
3584,3584,Jeep Compass 2.0 Longitude,Kochi,2018,42203,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5.0,21.72 Lakh,19.46,0.07915052366628252
3585,3585,Hyundai Sonata Embera 2.0L CRDi AT,Hyderabad,2009,94000,Diesel,Automatic,First,11.4 kmpl,1991 CC,142 bhp,5.0,,5.25,0.09465293451136787
3586,3586,Maruti Eeco 5 STR With AC Plus HTR CNG,Delhi,2013,52000,CNG,Manual,Second,15.1 km/kg,1196 CC,73 bhp,5.0,,2.6,0.06733304388332409
3587,3587,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,4900,Diesel,Manual,First,21.5 kmpl,1497 CC,108.5 bhp,5.0,11.47 Lakh,9.22,0.04696127679206294
3588,3588,Hyundai EON Era Plus,Jaipur,2013,70000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,1.8,0.04873019768732876
3589,3589,Tata Indica DLS,Hyderabad,2005,100000,Diesel,Manual,Second,13.5 kmpl,1405 CC,null bhp,5.0,,1.3,0.050872585721562655
3590,3590,BMW 5 Series 2013-2017 530d M Sport,Kochi,2015,65266,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5.0,,31.75,0.037307129810573936
3591,3591,Maruti Ertiga VDI,Delhi,2014,54569,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,5.99,0.04626295188336092
3592,3592,Honda Amaze E i-Vtech,Kochi,2015,51361,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.94,0.02555278313543506
3593,3593,Ford Fiesta 1.4 Duratec ZXI,Jaipur,2007,125000,Petrol,Manual,Third,16.6 kmpl,1388 CC,68 bhp,5.0,,1.5,0.10202225659797677
3594,3594,Honda Civic 2006-2010 1.8 V MT,Bangalore,2008,66000,Petrol,Manual,Third,13.5 kmpl,1799 CC,130 bhp,5.0,,3.25,0.10437221552235437
3595,3595,Maruti Wagon R LX DUO BSIII,Hyderabad,2007,65047,LPG,Manual,First,17.3 km/kg,1061 CC,57.5 bhp,5.0,,1.95,0.029782736295037686
3596,3596,Maruti Ertiga ZDI,Delhi,2014,22281,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,6.5,0.1025934627271128
3597,3597,Hyundai Grand i10 CRDi Sportz,Delhi,2013,63210,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,3.71,0.10154568766707889
3598,3598,Hyundai Xcent 1.2 VTVT E Plus,Pune,2018,31000,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,5.0,,5.0,0.0141792500119017
3599,3599,Hyundai i10 Era,Ahmedabad,2008,60000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,1.99,0.04047321343387844
3600,3600,Honda Amaze S i-Vtech,Mumbai,2017,32006,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.25,0.01164150540347711
3601,3601,Audi A6 2.7 TDI,Ahmedabad,2009,78000,Diesel,Automatic,First,12.4 kmpl,2698 CC,179.5 bhp,5.0,,8.0,0.06346791578368381
3602,3602,Hyundai i10 Magna 1.2 iTech SE,Mumbai,2011,9489,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.95,0.07749576067965051
3603,3603,Renault KWID RXT Optional,Pune,2018,5000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,4.9 Lakh,3.5,0.014034698251308556
3604,3604,Audi A4 New 2.0 TDI Multitronic,Jaipur,2012,60000,Diesel,Automatic,Second,15.2 kmpl,1968 CC,140.8 bhp,5.0,,16.0,0.04391584215604811
3605,3605,Maruti Alto 800 LXI Airbag,Jaipur,2015,50000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.75,0.1002012000232103
3606,3606,Honda City i VTEC VX Option,Delhi,2015,53000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,6.95,0.023988417065471355
3607,3607,Mercedes-Benz New C-Class C250 Avantgarde,Delhi,2011,64000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,5.0,,12.5,0.09868049722279187
3608,3608,Audi Q5 3.0 TDI Quattro Technology,Coimbatore,2017,43827,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,5.0,,36.83,0.0821968137646981
3609,3609,Volkswagen Polo 1.2 MPI Comfortline,Pune,2011,36431,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5.0,,2.7,0.07690536401323018
3610,3610,Hyundai Creta 1.4 E Plus Diesel,Mumbai,2017,35000,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5.0,,9.9,0.07368729100110642
3611,3611,Honda City 1.5 V MT,Kochi,2011,94832,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.83,0.08409529275497053
3612,3612,Honda City 1.5 S MT,Coimbatore,2012,88381,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,5.25,0.08656258589324428
3613,3613,Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45194,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5.0,,7.75,0.07088851768494661
3614,3614,Maruti SX4 Vxi BSIV,Mumbai,2010,66000,Petrol,Manual,Second,16.51 kmpl,1586 CC,103.2 bhp,5.0,,2.46,0.07923930640483762
3615,3615,Maruti Swift Dzire VDI,Kolkata,2014,38578,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,3.96,0.013672618245845817
3616,3616,Maruti Ertiga ZDI,Chennai,2015,40000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,8.25,0.006410367979813025
3617,3617,Hyundai i20 1.2 Spotz,Coimbatore,2018,20632,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,7.58,0.05635643164647586
3618,3618,Hyundai Grand i10 CRDi Magna,Hyderabad,2014,73042,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,3.99,0.04194302627115629
3619,3619,Honda City i VTEC SV,Delhi,2014,54257,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,6.25,0.009008781232956195
3620,3620,Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,93000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5.0,,5.0,0.037226386974575226
3621,3621,Mercedes-Benz E-Class E270 CDI,Hyderabad,2005,102000,Diesel,Automatic,Second,11.0 kmpl,2987 CC,198.5 bhp,5.0,,4.65,0.026834201067352535
3622,3622,Hyundai Santa Fe 4WD AT,Coimbatore,2016,28881,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,7.0,,21.37,0.08033487736128175
3623,3623,Maruti Alto LXi,Hyderabad,2007,52195,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.75,0.04748901788658184
3624,3624,ISUZU D-MAX V-Cross 4X4,Coimbatore,2018,20422,Diesel,Manual,First,12.4 kmpl,2499 CC,134 bhp,5.0,,16.09,0.0682836763133996
3625,3625,Hyundai Verna 1.4 CRDi GL,Kolkata,2012,38000,Diesel,Manual,First,24.8 kmpl,1396 CC,88.7 bhp,5.0,,4.1,0.10221902604281972
3626,3626,Ford Figo Diesel ZXI,Coimbatore,2015,92885,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,3.56,0.045401128523216844
3627,3627,Honda City 1.5 S MT,Pune,2010,43000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,,4.21,0.0861988428779088
3628,3628,Maruti Swift VDI BSIV W ABS,Coimbatore,2016,70478,unknown,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,,6.86,0.01389218843032972
3629,3629,Hyundai Verna 1.6 CRDi S,Delhi,2015,57000,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5.0,,6.6,0.04648867671856052
3630,3630,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32434,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5.0,,14.35,0.1036233333558985
3631,3631,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2017,32000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,9.5,0.020076989431162345
3632,3632,BMW X6 xDrive30d,Delhi,2011,59000,Diesel,Automatic,First,11.2 kmpl,2993 CC,241 bhp,4.0,,21.9,0.031079359373340113
3633,3633,BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,76467,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5.0,,30.45,0.06716293886697237
3634,3634,Ford Figo Aspire 1.5 TDCi Ambiente,Hyderabad,2016,100000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5.0,,5.1,0.10027663621127536
3635,3635,Hyundai Verna VTVT 1.6 AT EX,Pune,2013,37086,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,,5.44,0.04877809513928161
3636,3636,Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,135000,Diesel,Manual,First,13.8 kmpl,1399 CC,68 bhp,5.0,,1.6,0.09737143604743162
3637,3637,Audi A6 2011-2015 2.0 TDI,Kochi,2014,54862,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,16.67,0.05377351412010491
3638,3638,Honda CR-V Sport,Hyderabad,2010,67758,Petrol,Manual,First,10.8 kmpl,2354 CC,null bhp,5.0,,9.5,0.09484891581031912
3639,3639,Hyundai i20 2015-2017 Sportz AT 1.4,Pune,2012,56200,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5.0,,3.85,0.05519931210255247
3640,3640,Toyota Fortuner 2.8 4WD MT,Kochi,2011,169006,Diesel,,First,14.24 kmpl,2755 CC,174.5 bhp,7.0,36.69 Lakh,10.64,0.06033480719472996
3641,3641,Renault KWID RXT,Bangalore,2016,20229,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,3.5,0.08270169037680636
3642,3642,Chevrolet Spark 1.0 LT,Chennai,2008,62000,Petrol,Manual,Third,18.0 kmpl,995 CC,62 bhp,5.0,,1.1,0.0384264916630054
3643,3643,Hyundai Verna Transform VTVT,Hyderabad,2011,51500,Petrol,Manual,Second,16.2 kmpl,1599 CC,103.2 bhp,5.0,,2.6,0.08037851962474153
3644,3644,BMW 3 Series 320d Sport Line,Hyderabad,2012,69000,Diesel,,First,18.88 kmpl,1995 CC,184 bhp,5.0,,18.5,0.09262968603864885
3645,3645,Hyundai Santro Xing XP,Bangalore,2004,167000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5.0,,1.35,0.0866314621119392
3646,3646,Maruti Swift Dzire VDI,Hyderabad,2015,62476,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,7.95,0.09745596409137547
3647,3647,Hyundai Xcent 1.2 CRDi E Plus,Jaipur,2017,60500,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5.0,,5.49,0.05667487374339069
3648,3648,Honda Jazz V CVT,Mumbai,2017,17978,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,10.1 Lakh,6.95,0.06965905578242461
3649,3649,Tata Indigo LS,Jaipur,2008,300000,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5.0,,1.0,0.06396605532794954
3650,3650,Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,2013,123000,Diesel,Manual,Second,17.8 kmpl,1399 CC,67 bhp,5.0,,4.45,0.025397714662028698
3651,3651,Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,Diesel,Manual,First,25.1 kmpl,1248 CC,88.5 bhp,5.0,12.53 Lakh,6.99,0.08106650272324457
3652,3652,Maruti SX4 Zxi with Leather BSIII,Coimbatore,2008,77325,Petrol,Manual,First,15.6 kmpl,1586 CC,104.68 bhp,5.0,,3.51,0.06715150561617957
3653,3653,Maruti Baleno Zeta Automatic,Kochi,2018,25858,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,7.54,0.0414133975462337
3654,3654,Maruti Ritz LDi,Bangalore,2016,120000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,3.65,0.03537349591326516
3655,3655,Hyundai Elantra CRDi SX AT,Ahmedabad,2016,22000,Diesel,Automatic,First,19.5 kmpl,1582 CC,126.24 bhp,5.0,,16.0,0.028704500575013104
3656,3656,Chevrolet Spark 1.0 LT,Kolkata,2012,11000,Petrol,Manual,First,16.2 kmpl,995 CC,62.1 bhp,5.0,,1.4,0.03046658213826506
3657,3657,Hyundai i20 1.2 Spotz,Mumbai,2017,3900,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.45,0.015926534590512763
3658,3658,Hyundai Xcent 1.1 CRDi Base,Hyderabad,2016,106092,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,,4.4,0.05692720183645665
3659,3659,Honda Jazz 1.2 V CVT i VTEC,Delhi,2015,27000,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,,5.95,0.06188280436863993
3660,3660,Honda Brio S MT,Ahmedabad,2013,11000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3.9,0.025051781880586852
3661,3661,Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,2016,39753,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5.0,,35.28,0.09391328019300335
3662,3662,Tata Hexa XT,Pune,2017,39800,Diesel,Manual,First,17.6 kmpl,2179 CC,153.86 bhp,7.0,20.87 Lakh,14.25,0.05096441281277863
3663,3663,Hyundai Xcent 1.1 CRDi Base,Pune,2017,73000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,,4.5,0.05205213059808312
3664,3664,Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,2015,55000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,7.5,0.08174594753217954
3665,3665,Tata Nano XTA,Coimbatore,2017,18351,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4.0,,3.41,0.03117588734755038
3666,3666,Honda Brio VX,Pune,2013,45000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3.25,0.019102008034163377
3667,3667,Maruti Ertiga SHVS ZDI Plus,Hyderabad,2016,112200,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7.0,,8.3,0.06559790942745303
3668,3668,Hyundai i10 Sportz 1.2,Bangalore,2010,29000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.45,0.01756828772346427
3669,3669,Hyundai Santro Xing XO,Hyderabad,2007,57309,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5.0,,2.1,0.09986236828974165
3670,3670,Mahindra XUV500 W10 2WD,Mumbai,2015,53392,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,11.95,0.022127742691072927
3671,3671,Volkswagen Vento Diesel Highline,Hyderabad,2010,71000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,4.25,0.023010345257756935
3672,3672,Tata Safari Storme 2012-2015 VX,Hyderabad,2014,93000,Diesel,Manual,First,14.0 kmpl,2179 CC,138.1 bhp,7.0,,8.25,0.10713369197111
3673,3673,Honda Accord 2.4 Elegance M/T,Hyderabad,2010,119000,Petrol,Manual,First,10.2 kmpl,2354 CC,180 bhp,5.0,,5.95,0.11186215854745378
3674,3674,Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7.0,4.98 Lakh,4.3,0.09658840481626575
3675,3675,Maruti Swift VDI,Ahmedabad,2012,65000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3.9,0.10904019243131771
3676,3676,Maruti Baleno Zeta Automatic,Pune,2016,27809,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,6.41,0.08625784667692307
3677,3677,Mahindra XUV500 W8 2WD,Coimbatore,2015,65100,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,8.36,0.053263783781135644
3678,3678,Hyundai Xcent 1.2 Kappa S,Chennai,2014,51000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,,3.85,0.08797126777223373
3679,3679,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,10000,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,36.0,0.05367330494484208
3680,3680,Skoda Superb 1.8 TSI MT,Kolkata,2011,54895,Petrol,Manual,First,13.14 kmpl,1798 CC,160 bhp,5.0,,7.5,0.03331311875725478
3681,3681,Volkswagen CrossPolo 1.5 TDI,Hyderabad,2015,80768,Diesel,Manual,First,20.14 kmpl,1498 CC,88.73 bhp,5.0,,5.7,0.05636213968629648
3682,3682,Maruti Ignis 1.2 Delta,Kochi,2019,12076,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5.0,5.9 Lakh,5.5,0.002226169250792087
3683,3683,Maruti Swift VDI BSIV,Chennai,2016,49000,unknown,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,5.9,0.08678341115991967
3684,3684,Honda City i VTEC VX Option,Mumbai,2015,42366,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,7.75,0.09254873801782938
3685,3685,BMW 5 Series 530d Highline Sedan,Ahmedabad,2010,68000,Diesel,Automatic,First,11.5 kmpl,2993 CC,235 bhp,5.0,,18.0,0.06333774107573527
3686,3686,Skoda Laura Ambiente,Hyderabad,2008,122397,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5.0,,4.4,0.027029273735693873
3687,3687,Volkswagen Polo GT TSI,Coimbatore,2017,50534,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5.0,11.66 Lakh,8.27,0.06426715085112443
3688,3688,Renault Duster 85PS Diesel RxL,Ahmedabad,2014,55300,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,,4.75,0.06494139497661709
3689,3689,Honda City 1.5 S AT,Hyderabad,2008,73095,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,,3.8,0.07134143480213798
3690,3690,Volkswagen Vento Diesel Highline,Ahmedabad,2011,51100,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,3.4,0.10642706236756144
3691,3691,Hyundai Grand i10 Sportz,Pune,2016,13436,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5.0,,4.7,0.04037245602954815
3692,3692,Ford Fiesta 1.4 ZXi Duratec,Pune,2008,76000,Petrol,Manual,Second,16.6 kmpl,1388 CC,68 bhp,5.0,,1.49,0.053239555423162985
3693,3693,Hyundai Xcent 1.1 CRDi S,Mumbai,2016,63141,Diesel,Manual,Second,24.4 kmpl,1120 CC,71 bhp,5.0,,4.5,0.0986859437403398
3694,3694,Honda Amaze VX i-DTEC,Hyderabad,2014,74885,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,5.4,0.07459698806882661
3695,3695,Honda City i VTEC CVT VX,Hyderabad,2016,14000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,,11.5,0.019183714291012344
3696,3696,Renault Fluence 1.5,Pune,2012,56000,Diesel,Manual,Second,20.4 kmpl,1461 CC,108.5 bhp,5.0,,3.5,0.031196578409585507
3697,3697,BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,63.71 Lakh,16.5,0.012855962602524258
3698,3698,Maruti SX4 ZXI MT BSIV,Mumbai,2012,51800,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5.0,,3.9,0.09505490854618978
3699,3699,Honda City ZX CVT,Hyderabad,2007,81000,Petrol,Automatic,First,16.4 kmpl,1497 CC,78 bhp,5.0,,3.25,0.04920889051105643
3700,3700,Volkswagen Ameo 1.2 MPI Comfortline,Kochi,2018,17370,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5.0,,5.84,0.058878589254732085
3701,3701,Volkswagen Ameo 1.2 MPI Comfortline,Hyderabad,2016,18456,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5.0,,5.75,0.051324214475244254
3702,3702,Audi A4 2.0 TDI Multitronic,Delhi,2010,59000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5.0,,10.0,0.019588845117387593
3703,3703,Maruti Wagon R VXI,Mumbai,2006,141537,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,1.05,0.08337971911930153
3704,3704,Hyundai Verna SX CRDi AT,Delhi,2013,51000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.32 bhp,5.0,,5.64,0.09737881206467372
3705,3705,Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,2019,29311,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5.0,64.57 Lakh,50.97,0.021943074097286408
3706,3706,BMW 3 Series Luxury Line,Mumbai,2016,31000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5.0,60.88 Lakh,29.95,0.07989465428229077
3707,3707,Honda Mobilio V Option i DTEC,Mumbai,2014,80000,Diesel,Manual,Second,24.2 kmpl,1498 CC,98.6 bhp,7.0,,4.85,0.11048920943695537
3708,3708,Hyundai Creta 1.6 CRDi AT SX Plus,Hyderabad,2016,33000,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,,14.5,0.012721463796630693
3709,3709,Honda City 1.5 S MT,Hyderabad,2011,71556,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,5.5,0.053363879977377904
3710,3710,Ford Fiesta 1.4 TDCi EXI,Bangalore,2011,85000,Diesel,Manual,First,,1399 CC,68 bhp,5.0,,3.2,0.11215318952321524
3711,3711,Maruti Swift Dzire LDI,Chennai,2016,91000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,4.5,0.07762401578645196
3712,3712,Mercedes-Benz E-Class E250 CDI Launch Edition,Coimbatore,2015,73187,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5.0,,30.72,0.015045107788584118
3713,3713,Chevrolet Captiva LT,Jaipur,2009,232000,Diesel,Manual,First,11.5 kmpl,1991 CC,147.9 bhp,7.0,,3.5,0.10528114712074477
3714,3714,Toyota Innova 2.5 V Diesel 7-seater,Bangalore,2007,127079,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,6.99,0.02345078209920157
3715,3715,Mahindra Quanto C8,Kochi,2014,58816,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7.0,,3.45,0.04765291324056537
3716,3716,Honda City i VTEC V,Kochi,2015,63818,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,6.57,0.07399212326134234
3717,3717,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2014,40000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,17.5,0.09981523741291315
3718,3718,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,77445,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,3.75,0.029938347382387903
3719,3719,Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000,Petrol,Automatic,First,14.8 kmpl,1497 CC,121.36 bhp,5.0,13.23 Lakh,9.99,0.018333593944525987
3720,3720,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2012,85122,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7.0,,8.2,0.015365144968964772
3721,3721,Honda City 1.5 EXI,Jaipur,2005,123000,Petrol,Manual,Third,13.0 kmpl,1493 CC,100 bhp,5.0,,1.1,0.07364561351559512
3722,3722,Maruti SX4 Green Vxi (CNG),Kochi,2015,61000,CNG,Manual,First,22.1 km/kg,1586 CC,85.7 bhp,5.0,,3.89,0.08591106223775857
3723,3723,Maruti Alto 800 2016-2019 LXI Optional,Chennai,2015,63714,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,2.45,0.020786752233389168
3724,3724,Mercedes-Benz M-Class ML 320 CDI,Pune,2009,53000,Diesel,Automatic,First,8.7 kmpl,2987 CC,224.34 bhp,5.0,,13.75,0.10361570143405299
3725,3725,Maruti Swift Dzire LDI,Kolkata,2017,60000,unknown,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,3.0,0.10785832917301245
3726,3726,Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.06 Lakh,9.25,0.017106166465674765
3727,3727,Volvo S60 D5 Summum,Mumbai,2013,31000,Diesel,Automatic,First,13.2 kmpl,2400 CC,215 bhp,5.0,,17.65,0.036224183256225485
3728,3728,Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,18.25,0.019987964045102963
3729,3729,Hyundai i20 Sportz Option Diesel,Kochi,2013,67914,Diesel,,First,23.0 kmpl,1396 CC,90 bhp,5.0,,3.45,0.09872191635505158
3730,3730,Audi A4 35 TDI Premium,Bangalore,2015,58970,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,23.75,0.030765965038048772
3731,3731,Nissan Terrano XV D Pre,Mumbai,2013,60000,Diesel,Manual,Second,19.64 kmpl,1461 CC,108.5 bhp,5.0,17.21 Lakh,5.45,0.07230467818192715
3732,3732,Maruti Celerio ZXI AMT,Coimbatore,2017,35225,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,6.56 Lakh,5.25,0.04026420339835268
3733,3733,Maruti Esteem Vxi,Delhi,2005,69496,Petrol,Manual,First,15.9 kmpl,1298 CC,null bhp,5.0,,1.1,0.09402344533614086
3734,3734,Hyundai i10 Sportz AT,Delhi,2012,62282,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5.0,,2.9,0.025171756389447013
3735,3735,BMW 3 Series 320d,Hyderabad,2010,80000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,47.2 Lakh,14.2,0.03791816459076616
